"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","MLE","Male","","75","75.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","BTSX","Both sexes","","82","82.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","MLE","Male","","20","20.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","BTSX","Both sexes","","25","25.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","MCO","Monaco","","BTSX","Both sexes","","80","80.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","MCO","Monaco","","BTSX","Both sexes","","24","24.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","MLT","Malta","","FMLE","Female","","78","78.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","MLT","Malta","","FMLE","Female","","80","80.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","MLT","Malta","","BTSX","Both sexes","","76","76.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","MLT","Malta","","FMLE","Female","","23","23.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","NOR","Norway","","MLE","Male","","76","76.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","NOR","Norway","","FMLE","Female","","80","80.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_HI","High-income","","NRU","Nauru","","MLE","Male","","73","73.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_HI","High-income","","NRU","Nauru","","BTSX","Both sexes","","73","73.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_HI","High-income","","NRU","Nauru","","BTSX","Both sexes","","77","77.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WB_HI","High-income","","NRU","Nauru","","FMLE","Female","","27","27.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_HI","High-income","","NZL","New Zealand","","BTSX","Both sexes","","79","79.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_HI","High-income","","NZL","New Zealand","","FMLE","Female","","24","24.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","MLE","Male","","74","74.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","FMLE","Female","","70","70.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","FMLE","Female","","78","78.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","MLE","Male","","17","17.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","FMLE","Female","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","PRT","Portugal","","MLE","Male","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","PRT","Portugal","","BTSX","Both sexes","","24","24.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_HI","High-income","","QAT","Qatar","","MLE","Male","","74","74.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_HI","High-income","","QAT","Qatar","","MLE","Male","","77","77.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_HI","High-income","","QAT","Qatar","","BTSX","Both sexes","","77","77.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_HI","High-income","","QAT","Qatar","","BTSX","Both sexes","","22","22.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","BTSX","Both sexes","","73","73.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","MLE","Male","","78","78.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","MLE","Male","","82","82.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","FMLE","Female","","85","85.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","MLE","Male","","20","20.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","MLE","Male","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SMR","San Marino","","FMLE","Female","","25","25.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SVK","Slovakia","","MLE","Male","","66","66.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","SVK","Slovakia","","BTSX","Both sexes","","73","73.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","SVK","Slovakia","","BTSX","Both sexes","","76","76.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SVN","Slovenia","","MLE","Male","","70","70.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","SVN","Slovenia","","FMLE","Female","","83","83.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SVN","Slovenia","","BTSX","Both sexes","","74","74.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SVN","Slovenia","","BTSX","Both sexes","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","SVN","Slovenia","","BTSX","Both sexes","","23","23.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","BTSX","Both sexes","","78","78.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_HI","High-income","","TTO","Trinidad and Tobago","","MLE","Male","","67","67.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_HI","High-income","","TTO","Trinidad and Tobago","","FMLE","Female","","71","71.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_HI","High-income","","TTO","Trinidad and Tobago","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","AFG","Afghanistan","","BTSX","Both sexes","","55","55.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","AFG","Afghanistan","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","AFG","Afghanistan","","FMLE","Female","","17","17.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","FMLE","Female","","51","51.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","MLE","Male","","51","51.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","MLE","Male","","53","53.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","BTSX","Both sexes","","16","16.00000","","",""
